GOLD,II,EUW1_5548596806
GOLD,II,EUW1_5548570980
GOLD,II,EUW1_5540409909
GOLD,II,EUW1_5540375129
GOLD,II,EUW1_5540342122
GOLD,II,EUW1_5540323925
GOLD,II,EUW1_5537278210
GOLD,II,EUW1_5537242581
GOLD,II,EUW1_5536881028
GOLD,II,EUW1_5536845182
GOLD,II,EUW1_5535359438
GOLD,II,EUW1_5535352148
GOLD,II,EUW1_5535314214
GOLD,II,EUW1_5535241047
GOLD,II,EUW1_5534877902
GOLD,II,EUW1_5534894439
GOLD,II,EUW1_5532161971
GOLD,II,EUW1_5532145931
GOLD,II,EUW1_5532039496
GOLD,II,EUW1_5531892072
GOLD,II,EUW1_5531798249
GOLD,II,EUW1_5531852088
GOLD,II,EUW1_5531760983
GOLD,II,EUW1_5531743135
GOLD,II,EUW1_5531502292
GOLD,II,EUW1_5531480933
GOLD,II,EUW1_5531408544
GOLD,II,EUW1_5531397080
GOLD,II,EUW1_5530557052
GOLD,II,EUW1_5530513849
GOLD,II,EUW1_5530448586
GOLD,II,EUW1_5530399235
GOLD,II,EUW1_5530317490
GOLD,II,EUW1_5530254651
GOLD,II,EUW1_5529917227
GOLD,II,EUW1_5529961750
GOLD,II,EUW1_5527156944
GOLD,II,EUW1_5527060033
GOLD,II,EUW1_5527074832
GOLD,II,EUW1_5521661742
GOLD,II,EUW1_5521585141
GOLD,II,EUW1_5521516992
GOLD,II,EUW1_5516567665
GOLD,II,EUW1_5516515937
GOLD,II,EUW1_5514977869
GOLD,II,EUW1_5514904502
GOLD,II,EUW1_5514991393
GOLD,II,EUW1_5510749363
GOLD,II,EUW1_5507093493
GOLD,II,EUW1_5506988979
GOLD,II,EUW1_5463505365
GOLD,II,EUW1_5441306499
GOLD,II,EUW1_5302051945
GOLD,II,EUW1_5300435949
GOLD,II,EUW1_5299771160
GOLD,II,EUW1_5299617784
GOLD,II,EUW1_5297934790
GOLD,II,EUW1_5297126920
GOLD,II,EUW1_5297066067
GOLD,II,EUW1_5296918688
GOLD,II,EUW1_5294794199
GOLD,II,EUW1_5294688028
GOLD,II,EUW1_5294732759
GOLD,II,EUW1_5294549874
GOLD,II,EUW1_5294551158
GOLD,II,EUW1_5293181693
GOLD,II,EUW1_5293114098
GOLD,II,EUW1_5288319279
GOLD,II,EUW1_5288333285
GOLD,II,EUW1_5288109113
GOLD,II,EUW1_5287661737
GOLD,II,EUW1_5287311036
GOLD,II,EUW1_5287084841
GOLD,II,EUW1_5287121694
GOLD,II,EUW1_5286970426
GOLD,II,EUW1_5286957343
GOLD,II,EUW1_5286975690
GOLD,II,EUW1_5286984410
GOLD,II,EUW1_5285409207
GOLD,II,EUW1_5284671084
GOLD,II,EUW1_5284563403
GOLD,II,EUW1_5284208041
GOLD,II,EUW1_5283530618
GOLD,II,EUW1_5280922532
GOLD,II,EUW1_5280815968
GOLD,II,EUW1_5280208635
GOLD,II,EUW1_5279970936
GOLD,II,EUW1_5189578743
GOLD,II,EUW1_5189369840
GOLD,II,EUW1_5189130264
GOLD,II,EUW1_5096075981
GOLD,II,EUW1_5095996464
GOLD,II,EUW1_5095821272
GOLD,II,EUW1_5095751737
GOLD,II,EUW1_5062794764
GOLD,II,EUW1_5053261347
GOLD,II,EUW1_5053217934
GOLD,II,EUW1_5042018329
GOLD,II,EUW1_5041840308
GOLD,II,EUW1_5041773826
GOLD,II,EUW1_5548913799
GOLD,II,EUW1_5548687608
GOLD,II,EUW1_5548633046
GOLD,II,EUW1_5547191529
GOLD,II,EUW1_5546840193
GOLD,II,EUW1_5545477623
GOLD,II,EUW1_5538596178
GOLD,II,EUW1_5538559542
GOLD,II,EUW1_5538365063
GOLD,II,EUW1_5409394658
GOLD,II,EUW1_5409471564
GOLD,II,EUW1_5408884126
GOLD,II,EUW1_5408289677
GOLD,II,EUW1_5407746470
GOLD,II,EUW1_5407715366
GOLD,II,EUW1_5407679040
GOLD,II,EUW1_5407620723
GOLD,II,EUW1_5407519733
GOLD,II,EUW1_5407553914
GOLD,II,EUW1_5406408314
GOLD,II,EUW1_5406300051
GOLD,II,EUW1_5380553892
GOLD,II,EUW1_5380419890
GOLD,II,EUW1_5380436622
GOLD,II,EUW1_5379285463
GOLD,II,EUW1_5397980986
GOLD,II,EUW1_5397873377
GOLD,II,EUW1_5397766418
GOLD,II,EUW1_5387833396
GOLD,II,EUW1_5387727292
GOLD,II,EUW1_5356370124
GOLD,II,EUW1_5341136511
GOLD,II,EUW1_5341144118
GOLD,II,EUW1_5341152728
GOLD,II,EUW1_5338073328
GOLD,II,EUW1_5338061426
GOLD,II,EUW1_5338029905
GOLD,II,EUW1_5336632664
GOLD,II,EUW1_5336517577
GOLD,II,EUW1_5336493839
GOLD,II,EUW1_5336449619
GOLD,II,EUW1_5335272298
GOLD,II,EUW1_5334739032
GOLD,II,EUW1_5314634581
GOLD,II,EUW1_5314621899
GOLD,II,EUW1_5314558419
GOLD,II,EUW1_5314536427
GOLD,II,EUW1_5297953460
GOLD,II,EUW1_5273200933
GOLD,II,EUW1_5264452914
GOLD,II,EUW1_5264412776
GOLD,II,EUW1_5264313796
GOLD,II,EUW1_5262213595
GOLD,II,EUW1_5262078188
GOLD,II,EUW1_5262132314
GOLD,II,EUW1_5261310742
GOLD,II,EUW1_5261205650
GOLD,II,EUW1_5261142194
GOLD,II,EUW1_5261062487
GOLD,II,EUW1_5260935792
GOLD,II,EUW1_5260371589
GOLD,II,EUW1_5242879464
GOLD,II,EUW1_5239926038
GOLD,II,EUW1_5235011348
GOLD,II,EUW1_5234964809
GOLD,II,EUW1_5234878810
GOLD,II,EUW1_5233111930
GOLD,II,EUW1_5232987558
GOLD,II,EUW1_5232983568
GOLD,II,EUW1_5232980625
GOLD,II,EUW1_5232857494
GOLD,II,EUW1_5231797292
GOLD,II,EUW1_5226422881
GOLD,II,EUW1_5226326488
GOLD,II,EUW1_5226249516
GOLD,II,EUW1_5543786760
GOLD,II,EUW1_5543660403
GOLD,II,EUW1_5543589659
GOLD,II,EUW1_5542638297
GOLD,II,EUW1_5541535437
GOLD,II,EUW1_5540761028
GOLD,II,EUW1_5534263233
GOLD,II,EUW1_5532307852
GOLD,II,EUW1_5532262810
GOLD,II,EUW1_5532070667
GOLD,II,EUW1_5531975397
GOLD,II,EUW1_5526125628
GOLD,II,EUW1_5526082266
GOLD,II,EUW1_5522610266
GOLD,II,EUW1_5522566969
GOLD,II,EUW1_5522573469
GOLD,II,EUW1_5522459262
GOLD,II,EUW1_5521080256
GOLD,II,EUW1_5516968028
GOLD,II,EUW1_5516880454
GOLD,II,EUW1_5510275299
GOLD,II,EUW1_5509441866
GOLD,II,EUW1_5508997356
GOLD,II,EUW1_5508890410
GOLD,II,EUW1_5508616575
GOLD,II,EUW1_5508610954
GOLD,II,EUW1_5503153482
GOLD,II,EUW1_5502266836
GOLD,II,EUW1_5498552695
GOLD,II,EUW1_5498426562
GOLD,II,EUW1_5494116788
GOLD,II,EUW1_5493268916
GOLD,II,EUW1_5493233595
GOLD,II,EUW1_5491413945
GOLD,II,EUW1_5491341002
GOLD,II,EUW1_5489829862
GOLD,II,EUW1_5489579791
GOLD,II,EUW1_5488554371
GOLD,II,EUW1_5488439345
GOLD,II,EUW1_5488471708
GOLD,II,EUW1_5488129444
GOLD,II,EUW1_5488142090
GOLD,II,EUW1_5488046513
GOLD,II,EUW1_5486606864
GOLD,II,EUW1_5486563108
GOLD,II,EUW1_5483833340
GOLD,II,EUW1_5483716819
GOLD,II,EUW1_5482156051
GOLD,II,EUW1_5482122222
GOLD,II,EUW1_5481292326
GOLD,II,EUW1_5509383875
GOLD,II,EUW1_5509247078
GOLD,II,EUW1_5509162221
GOLD,II,EUW1_5495911447
GOLD,II,EUW1_5495824020
GOLD,II,EUW1_5495748485
GOLD,II,EUW1_5495741670
GOLD,II,EUW1_5495540950
GOLD,II,EUW1_5495397299
GOLD,II,EUW1_5495383319
GOLD,II,EUW1_5495309138
GOLD,II,EUW1_5495326071
GOLD,II,EUW1_5493255594
GOLD,II,EUW1_5493118500
GOLD,II,EUW1_5493052502
GOLD,II,EUW1_5468505947
GOLD,II,EUW1_5468247845
GOLD,II,EUW1_5466740561
GOLD,II,EUW1_5289653663
GOLD,II,EUW1_5289598019
GOLD,II,EUW1_5289603037
GOLD,II,EUW1_5285761855
GOLD,II,EUW1_5284945910
GOLD,II,EUW1_5284894079
GOLD,II,EUW1_5284807450
GOLD,II,EUW1_5284802413
GOLD,II,EUW1_5284638658
GOLD,II,EUW1_5284592315
GOLD,II,EUW1_5284474507
GOLD,II,EUW1_5284425802
GOLD,II,EUW1_5284098737
GOLD,II,EUW1_5284103313
GOLD,II,EUW1_5284065992
GOLD,II,EUW1_5282788819
GOLD,II,EUW1_5282744400
GOLD,II,EUW1_5282158671
GOLD,II,EUW1_5282203514
GOLD,II,EUW1_5282150867
GOLD,II,EUW1_5281142266
GOLD,II,EUW1_5280926392
GOLD,II,EUW1_5280546661
GOLD,II,EUW1_5280266772
GOLD,II,EUW1_5280281738
GOLD,II,EUW1_5280205884
GOLD,II,EUW1_5280212472
GOLD,II,EUW1_5280057338
GOLD,II,EUW1_5279464180
GOLD,II,EUW1_5279316237
GOLD,II,EUW1_5279130049
GOLD,II,EUW1_5279152148
GOLD,II,EUW1_5310615290
GOLD,II,EUW1_5308612467
GOLD,II,EUW1_5308345623
GOLD,II,EUW1_5308229713
GOLD,II,EUW1_5307586656
GOLD,II,EUW1_5306913990
GOLD,II,EUW1_5306857771
GOLD,II,EUW1_5306651770
GOLD,II,EUW1_5305700706
GOLD,II,EUW1_5305553754
GOLD,II,EUW1_5305476055
GOLD,II,EUW1_5303698552
GOLD,II,EUW1_5302014940
GOLD,II,EUW1_5302010695
GOLD,II,EUW1_5299913063
GOLD,II,EUW1_5298691192
GOLD,II,EUW1_5297838625
GOLD,II,EUW1_5296183203
GOLD,II,EUW1_5285413501
GOLD,II,EUW1_5285371486
GOLD,II,EUW1_5282041445
GOLD,II,EUW1_5254356371
GOLD,II,EUW1_5254380885
GOLD,II,EUW1_5252156391
GOLD,II,EUW1_5251166636
GOLD,II,EUW1_5250559211
GOLD,II,EUW1_5250546333
GOLD,II,EUW1_5250504039
GOLD,II,EUW1_5249267088
GOLD,II,EUW1_5249199345
GOLD,II,EUW1_5249002153
GOLD,II,EUW1_5248860296
GOLD,II,EUW1_5247258867
GOLD,II,EUW1_5247144823
GOLD,II,EUW1_5236248155
GOLD,II,EUW1_5235199734
GOLD,II,EUW1_5235184531
GOLD,II,EUW1_5234947080
GOLD,II,EUW1_5234962576
GOLD,II,EUW1_5226097072
GOLD,II,EUW1_5226100529
GOLD,II,EUW1_5223806481
GOLD,II,EUW1_5214117082
GOLD,II,EUW1_5214091586
GOLD,II,EUW1_5214014519
GOLD,II,EUW1_5213920010
GOLD,II,EUW1_5204894668
GOLD,II,EUW1_5202684080
GOLD,II,EUW1_5202567629
GOLD,II,EUW1_5197354279
GOLD,II,EUW1_5547047617
GOLD,II,EUW1_5546940207
GOLD,II,EUW1_5541523195
GOLD,II,EUW1_5541086876
GOLD,II,EUW1_5538535177
GOLD,II,EUW1_5538409577
GOLD,II,EUW1_5538212183
GOLD,II,EUW1_5538127969
GOLD,II,EUW1_5538155980
GOLD,II,EUW1_5538079994
GOLD,II,EUW1_5536788553
GOLD,II,EUW1_5536811801
GOLD,II,EUW1_5536599447
GOLD,II,EUW1_5536675523
GOLD,II,EUW1_5536563275
GOLD,II,EUW1_5536408524
GOLD,II,EUW1_5529881847
GOLD,II,EUW1_5529364533
GOLD,II,EUW1_5529217762
GOLD,II,EUW1_5528234454
GOLD,II,EUW1_5528201989
GOLD,II,EUW1_5525472692
GOLD,II,EUW1_5525310105
GOLD,II,EUW1_5525365684
GOLD,II,EUW1_5522706029
GOLD,II,EUW1_5518941728
GOLD,II,EUW1_5518782663
GOLD,II,EUW1_5517901094
GOLD,II,EUW1_5517857646
GOLD,II,EUW1_5515029791
GOLD,II,EUW1_5515025898
GOLD,II,EUW1_5515043127
GOLD,II,EUW1_5514920383
GOLD,II,EUW1_5509060387
GOLD,II,EUW1_5509036907
GOLD,II,EUW1_5509010876
GOLD,II,EUW1_5508915674
GOLD,II,EUW1_5507050765
GOLD,II,EUW1_5506917584
GOLD,II,EUW1_5505409749
GOLD,II,EUW1_5505349067
GOLD,II,EUW1_5501386744
GOLD,II,EUW1_5501392802
GOLD,II,EUW1_5501309533
GOLD,II,EUW1_5501202421
GOLD,II,EUW1_5501149540
GOLD,II,EUW1_5501176547
GOLD,II,EUW1_5499802916
GOLD,II,EUW1_5499729658
GOLD,II,EUW1_5499696996
GOLD,II,EUW1_5415764921
GOLD,II,EUW1_5405452691
GOLD,II,EUW1_5405391563
GOLD,II,EUW1_5405274235
GOLD,II,EUW1_5405236063
GOLD,II,EUW1_5403288367
GOLD,II,EUW1_5391566317
GOLD,II,EUW1_5391570966
GOLD,II,EUW1_5391485860
GOLD,II,EUW1_5389115411
GOLD,II,EUW1_5389027700
GOLD,II,EUW1_5387516067
GOLD,II,EUW1_5379426198
GOLD,II,EUW1_5378225144
GOLD,II,EUW1_5378161672
GOLD,II,EUW1_5376499064
GOLD,II,EUW1_5376485467
GOLD,II,EUW1_5373550023
GOLD,II,EUW1_5373298931
GOLD,II,EUW1_5373324990
GOLD,II,EUW1_5355396047
GOLD,II,EUW1_5355412426
GOLD,II,EUW1_5349699217
GOLD,II,EUW1_5349724053
GOLD,II,EUW1_5349730584
GOLD,II,EUW1_5341527715
GOLD,II,EUW1_5341592034
GOLD,II,EUW1_5338170594
GOLD,II,EUW1_5338047525
GOLD,II,EUW1_5322528865
GOLD,II,EUW1_5321063025
GOLD,II,EUW1_5320978729
GOLD,II,EUW1_5259236013
GOLD,II,EUW1_5258899511
GOLD,II,EUW1_5258535408
GOLD,II,EUW1_5258430222
GOLD,II,EUW1_5243980483
GOLD,II,EUW1_5243814367
GOLD,II,EUW1_5232257015
GOLD,II,EUW1_5201725019
GOLD,II,EUW1_5185682376
GOLD,II,EUW1_5185575421
GOLD,II,EUW1_5185417557
GOLD,II,EUW1_5185337797
GOLD,II,EUW1_5185220369
GOLD,II,EUW1_5185303330
GOLD,II,EUW1_5181949329
GOLD,II,EUW1_5181955271
GOLD,II,EUW1_5181858078
GOLD,II,EUW1_5181756209
GOLD,II,EUW1_5541747616
GOLD,II,EUW1_5541739645
GOLD,II,EUW1_5541695288
GOLD,II,EUW1_5541619390
GOLD,II,EUW1_5541545668
GOLD,II,EUW1_5541490320
GOLD,II,EUW1_5541316200
GOLD,II,EUW1_5541272955
GOLD,II,EUW1_5541149418
GOLD,II,EUW1_5540744758
